id,date,title,show,number,duration,description
74s4k0MK5TZTsV4tOqd8lf,2018-11-12,Ira Glass,,55,6872,"Ira Glass is an American public radio personality and the host and producer of the radio and television show This American Life. The armchair experts travel to NYC to record in the esteemed This American Life studios. In this special remote episode, Ira discusses the psychology behind affairs and why he is drawn to monogamy, he talks about his journey as a radio personality, and he contemplates his sense of control in his work. Dax wonders about what it feels like to be the conduit for other show's success and Ira reveals what he deems is the best podcast right now. Dax tells Ira that being a part of a This American Life story was a career highlight and Ira can't decide if he likes Kristen or Dax more."
1rCPVoiANvuhDbPv7jlhHs,2018-11-15,LIVE FROM DALLAS: Gordon Keith,,56,6524,"Armchair Expert Live from Dallas at The Majestic Theatre. August 18th, 2018."
1Jq2jK2f7e4je8nthNA3ON,2018-11-19,Debby Ryan,,57,7639,"Debby Ryan (The Suite Life on Deck, Jessie, Insatiable) is an American actress, singer and the youngest guest thus far on Armchair Expert. Debby sits down in the attic to discuss her childhood in Germany, her struggle with body dysmorphia and her experience as a Disney star. Debby talks about how she uses boxing as an outlet and Dax thinks Millie Bobby Brown looks like Tom Wilkinson. The two wonder if there is an onslaught of victimhood occurring in young people, they discuss Debby's lack of romantic interests and Debby impresses Dax with her first car purchase."
0vyOWAFoNGNQAYPdVPhckr,2018-11-22,EXPERTS ON EXPERT: Sam Harris,,58,9184,"Sam Harris is an American author, neuroscientist and podcast host. As the most referenced person on Armchair Expert, Sam enters the attic with an unparalleled reverence. On this special Thanksgiving episode of Experts on Expert, Sam makes our podcast dreams come true. The two discuss Sam's commitment to honesty, they talk about the country's political polarization and they consider the idea of separating art from the artist. Dax wonders if Sam operates out of fear, Sam talks about his battle with Batman and Sam attempts to take his foot out of Dax's mouth."
5jccN5KwMz5RJNdznOag67,2018-11-26,Conan O'Brien,,59,6971,"Conan O'Brien (Saturday Night Live, The Simpsons, Late Night, Conan) is an American television host, comedian, writer, and producer. Conan sits down with the Armchair Expert to discuss the sad truth of bicycle accident funerals, his propensity for kindness after having consumed alcohol and how he has let humility become a guiding principle in his life. Dax is sad Conan never went to the playboy mansion and Conan corrects Dax's grammatical indiscretions. The two talk about the duality between control and chaos, they defend the idea that all parents should be slightly addicted to alcohol, they declare the certain fate of class clowns and Conan denies Monica's request to be friends."
7neelm600byLomcwrOrUkZ,2018-11-29,LIVE FROM BROOKLYN: Ethan Hawke & Vincent D'Onofrio,,60,6148,"Armchair Expert Live from Brooklyn at the Brooklyn Academy of Music. September 22nd, 2018."
0TOVcu6MpaQuu1FzL3En6g,2018-12-03,Andrea Savage,,61,7270,"Andrea Savage (Step Brothers, Veep, I'm Sorry) is an American actress, comedian, and writer. Andrea sits down with the Armchair Expert to discuss her family of teeth, her profound realization after getting cut from the Groundlings and her physical resemblance to Julia Roberts. Andrea talks about a cat-centric traumatic event in her household and Dax wonders if Andrea remembers the time he arrived at her house on ecstasy. The two travel down memory lane about their previous romantic encounter and they talk about recent deaths in their respective families and what they gleaned from the experience."
1MJWB4ckaUKF6eBOvMxfel,2018-12-06,EXPERTS ON EXPERT: Jonathan Haidt,,62,7522,"Jonathan Haidt is an author, moral psychologist and Professor of Ethical Leadership at New York University's Stern School of Business. He sits down with the Armchair Expert to discuss moral panic on college campuses, the benefits of independence in childhood and the inherent difference in moral attitudes between the political left and right. The two talk about the failure of American systems, the ways in which we are breeding a generation of anxiety/depression and Monica and Dax pontificate on whether incest is immoral in the fact check.Jonathan Haidt is the author of The Righteous Mind, The Happiness Hypothesis and The Coddling of The American Mind. Subscribe to Experts on Expert: http://bit.ly/exponexp"
2Rg30DqMUKhyKzopwsgCuX,2018-12-10,Sophia Bush,,63,6192,"Sophia Bush (One Tree Hill, John Tucker Must Die, Chicago P.D.) is an American actress and activist. She sits down with the Armchair Expert to discuss her love of stunt driving, her experience being a woman in Hollywood and the steps she's taken toward self-fulfillment. Dax gives a solid piece of advice to young actresses and Sophia unknowingly drops Monica and Dax's favorite vocabulary words. The two talk about the path to learning from your previous mistakes, Sophia discusses reaching fame from a locational distance and in the fact check, Monica and Dax entertain the notion of Barack Obama fathering Monica's hypothetical child."
5DdYkJbKYSFlswUeGfKGAt,2018-12-13,LIVE FROM BROOKLYN: Jason Biggs,,64,7136,"Armchair Expert Live from Brooklyn at the Brooklyn Academy of Music. September 22nd, 2018."
0cZy6z9rlse2ey7geADO66,2018-12-17,Sean Hayes,,65,6917,"Sean Hayes (Will and Grace, The Bucket List, Sean Saves The World) is an American actor, comedian, producer and worlds most lovable human. Sean sits down with the Armchair Expert to discuss diffusing hardship with humor, he examines the bedrock for his people-pleasing nature and he reveals the advice Dax gave him that led to his public coming out. He talks about his affinity for matching pajamas and Dax tells the story of how he had butterflies after the first time he met Sean. Sean talks about his journey to Will and Grace, Dax wants Sean to have a baby and Monica and Dax debate why all old people are short on the fact check."
5DfZWJQVKsJMcrMoEjdjcG,2018-12-20,Josh Duhamel,,66,5459,"Josh Duhamel (Transformers, NBC's Las Vegas, When In Rome, Love, Simon) is an American actor, model and director. Josh sits down with the Armchair Expert to discuss his dad's breed of tough love, his struggle to become less of a people pleaser and how Steven Spielberg changed his life. Josh recounts the time he beat Ashton Kutcher in a modeling contest and Dax commits to objectifying Josh's body. The two talk about soap opera acting, how men prove their friendship and Dax and Monica reveal the most epic white elephant gift in the fact check."
6qfjEWvs8ByBKUCul9JUHz,2018-12-24,Armchair Expert Holiday Spectacular,,67,4982,"Join us for our first annual holiday party featuring musical guests Jackie Tohn, Hannah Anderson and Kristen Bell. Also, Monica, Dax and Wobby Wob reflect on the year."
2IB7ylPbgYgSHqwivtMW2t,2019-01-07,Josh Hutcherson,,68,7933,"Josh Hutcherson (Zathura, The Kids are Alright, The Hunger Games) is an American actor, producer, director and prodigal son to the Armchair Expert. Josh sits down in the attic to discuss his brother's obsession with Ken Jennings, why it's easy to fall in love in love with fellow actors and the joy of living in a foreign country. Josh reveals that he is, in fact, a colonel and Dax is intrigued by Josh's sexual grandfather. The two talk about some of the negative experiences of fame and they reminisce on a moment when Dax drove a little too fast for Josh's liking."
3GoVaqYUcBJSWxMbK9kRov,2019-01-10,EXPERTS ON EXPERT: Scott Harrison,,69,6814,"Scott Harrison is the founder and current CEO of the non-profit charity, Charity: Water. Scott sits down with the Armchair Expert to discuss his unconventional childhood and his career as a club promoter turned philanthropist. He attempts to disarm Dax's skepticism and he explains why giving begets giving. Scott delves into his mothers' struggle with the world, he talks about his feelings of powerlessness and he explains the rare financial model behind Charity: Water."
1Y7j3IzaPHa1UiO21LMD04,2019-01-14,Sarah Silverman,,70,9394,"Sarah Silverman (Saturday Night Live, The Sarah Silverman Program, Wreck-It Ralph, I Smile Back) is an American stand-up comedian, actress, producer, writer and benevolent goddess. Sarah sits down with the Armchair Expert to discuss the sexual double standard between male and female comics, she talks about her experience as a teenage bed wetter and she touches on her commitment to empathy. Sarah reflects on a moment where she used sexuality to gain power and Dax wonders if her attractiveness was a hindrance in the comedy community. The two have a discussion about the curliness of pubic hair, they dissect Sarah's misophonia and Dax apologizes for a past interaction that still haunts him."
